0,대분류,중분류,소분류
16-00대학 연간 도서구매,피복·생활·사무,사무/문구,문구·사무기기
면마스크 등 2품목 구매,의료·의약·위생,의료장비/소모,의료장비·키트
충성대 신문제작제157호~제162호),기타,기타,기타
16년 생도증식(건포도 등 145종) 구매,기타,기타,기타
모듬두텁떡 등 6종 제조,기타,기타,기타
모듬두텁떡 등 6종 제조,기타,기타,기타
삼계탕 등 36종 구매,기타,기타,기타
초코우유 등 38종 구매,기타,기타,기타
근속30주년 보관용 휘장 등 4품목 제조,기타,기타,기타
의무장비(종합효소 연쇄반응 장치) 구매,기타,기타,기타
크린 자연락스 등 35품목,기타,기타,기타
크린 자연락스 등 35품목,기타,기타,기타
생수 구매,급식·식품,식자재,식자재
바나나맛 우유 구매,기타,기타,기타
콜라 구매,기타,기타,기타
사이다 구매,기타,기타,기타
과일음료 구매,급식·식품,식자재,식자재
과일탄산음료 구매,급식·식품,식자재,식자재
식혜 구매,기타,기타,기타
콘형 아이스크림 구매,건설·시설,현장안전/표지,현장안전·표지
팩형 아이스크림 구매,기타,기타,기타
컵형 아이스크림 구매,기타,기타,기타
샌드형 아이스크림 구매,기타,기타,기타
팥빙수 구매,기타,기타,기타
마시는발효유 구매,기타,기타,기타
전기이발기 등 2종 구매,기타,기타,기타
16년 의무장비(비인후경) 구매,기타,기타,기타
16년 의무장비(고주파수술기) 구매,기타,기타,기타
16년 의무장비(심장세동제거기) 구매,기타,기타,기타
16년 의무장비(혈액응고측정기) 구매,공구·설비,측정/시험,계측기
방수포장백류,건설·시설,자재/철물,자재·철물
방수포장백류,건설·시설,자재/철물,자재·철물
방수포장백류,건설·시설,자재/철물,자재·철물
계룡대 해미르 어린이집 교구교재 구매,기타,기타,기타
세제 세탁용 등 2항목 구매(물자),피복·생활·사무,청소/환경,청소·위생
제도지 등 2항목 구매(물자),기타,기타,기타
제도지 등 2항목 구매(물자),기타,기타,기타
군 숙소 보일러 설치납품(단가),공구·설비,공조/펌프,공조·펌프
시추공 매몰방지용 자재(PVC) 제조구매,기타,기타,기타
16년 포구초속측정레이다,기타,기타,기타
중파송신기 유지보수 정비,기타,기타,기타
센서  촉각반응용 등 4품목,전력·전기전자,전자부품,센서·모듈
의무장비(폐기능측정기) 구매 계약,공구·설비,측정/시험,계측기
의무장비(전기수술기병원용) 구매 계약,기타,기타,기타
의무장비(전기수술기내시경용) 구매 계약,기타,기타,기타
의무장비(소생기야전용 등 4건) 구매 계약,기타,기타,기타
플렌지 너트 1 000EA,건설·시설,자재/철물,자재·철물
표시기 산소유출용 1종,의료·의약·위생,의료장비/소모,의료장비·키트
모듬콩조림,기타,기타,기타
깻잎무침,기타,기타,기타
무말랭이무침,기타,기타,기타
땅콩조림,기타,기타,기타
고춧잎장아찌,기타,기타,기타
마늘장아찌,기타,기타,기타
명이절임,기타,기타,기타
양념시래기,기타,기타,기타
김자반,기타,기타,기타
미역튀김,기타,기타,기타
명란젓갈,기타,기타,기타
창란젓갈,기타,기타,기타
꼴뚜기젓갈,기타,기타,기타
낙지젓갈,기타,기타,기타
배추김치(포기),급식·식품,식자재,식자재
배추김치(포기절단),공구·설비,용접/가공,용접·절단
깍두기,기타,기타,기타
총각김치,급식·식품,식자재,식자재
열무김치,급식·식품,식자재,식자재
파김치,급식·식품,식자재,식자재
갓김치,급식·식품,식자재,식자재
백김치,급식·식품,식자재,식자재
물김치,급식·식품,식자재,식자재
고급배추김치(포기),급식·식품,식자재,식자재
16년 공군 연습용 워게임모델 성능개선 용역,기타,기타,기타
점화플러그 등 22종,기타,기타,기타
입시홍보물품(포스트잇 등 2종) 구매,피복·생활·사무,사무/문구,문구·사무기기
함정용 위성방송수신안테나 유지보수 정비,IT·통신장비,무선/위성/안테나,무전·위성·안테나
16년 증식용 떡 구매,기타,기타,기타
와이프용 구동유니트,기타,기타,기타
와이프용 구동유니트,기타,기타,기타
약기 등 5종,기타,기타,기타
00공사 관급자재 가스절연부하개폐기 구매,화학·소재,가스/냉매,가스·냉매
자동기상관측장비 등 6종 유지보수 정비,기타,기타,기타
방공관제레이더무선주파수용증폭기외주정비(117E1),IT·통신장비,CCTV/출입통제,영상감시·출입
방공관제레이더무선주파수용증폭기외주정비(117E1),IT·통신장비,CCTV/출입통제,영상감시·출입
고임쇠 철제 소형 등 5항목 구매(물자),기타,기타,기타
세척제 일반목적용(20Kg) 1항목 구매(물자),기타,기타,기타
종이타올,기타,기타,기타
16년 인터넷 유해사이트 차단체계 교체사업,기타,기타,기타
체력단련장 코스관리자재 비료 구매,기타,기타,기타
체력단련장 코스관리자재 농약 구매,기타,기타,기타
체력단련장 코스관리자재 모래 구매,건설·시설,자재/철물,자재·철물
15년 정보보호체계 교체사업 리스,기타,기타,기타
마포대 등 504종,기타,기타,기타
플라스틱 제본링 등 854종,기타,기타,기타
증·후식류 생수 구매,급식·식품,식자재,식자재
육군 부대기(11종) 제조,기타,기타,기타
병리장비 운영소모품 89종 구매,기타,기타,기타
병리장비 운영소모품 23종 구매,기타,기타,기타
병리장비 운영소모품 63종 구매,기타,기타,기타
병리장비 운영소모품 20종 구매,기타,기타,기타
병리장비 운영소모품 39종 구매,기타,기타,기타
반합,기타,기타,기타
반합,기타,기타,기타
관사 리모델링 창호 구매 및 설치,기타,기타,기타
사각어묵(냉동),기타,기타,기타
봉어묵(냉동),기타,기타,기타
연료시스템  모듈식 등 55종,전력·전기전자,전자부품,센서·모듈
어린이집 아동도서 729종 구매,피복·생활·사무,사무/문구,문구·사무기기
의장대대 행사용품 구매(해군 의장마크 등 00종),기타,기타,기타
오렌지,기타,기타,기타
바나나,기타,기타,기타
키위,기타,기타,기타
메론,기타,기타,기타
파인애플,기타,기타,기타
돼지고기등뼈,기타,기타,기타
LA갈비,기타,기타,기타
씻어나온쌀,급식·식품,식자재,식자재
모듬해물,기타,기타,기타
해물모듬완자,기타,기타,기타
숯불닭강정,기타,기타,기타
감자튀김,기타,기타,기타
생선까스,기타,기타,기타
너비아니,기타,기타,기타
김치만두,급식·식품,식자재,식자재
동그랑땡,기타,기타,기타
냉동닭꼬치,기타,기타,기타
함박스테이크,물류/포장,포장/운반자재,포장·운반자재
치킨너겟,기타,기타,기타
냉동새우,기타,기타,기타
치즈스틱,기타,기타,기타
김말이튀김,기타,기타,기타
새우튀김,기타,기타,기타
탕수육,기타,기타,기타
냉동날치알,기타,기타,기타
군만두,기타,기타,기타
고기만두,기타,기타,기타
알감자 만두,기타,기타,기타
바베큐폭립,기타,기타,기타
청국장,기타,기타,기타
비엔나소시지,기타,기타,기타
게맛살,기타,기타,기타
오리훈제슬라이스,기타,기타,기타
포장족발,기타,기타,기타
후르츠칵테일,기타,기타,기타
꽁치통조림,급식·식품,식자재,식자재
프레스햄통조림,급식·식품,식자재,식자재
파인애플통조림,급식·식품,식자재,식자재
스위트콘,건설·시설,현장안전/표지,현장안전·표지
골뱅이통조림,급식·식품,식자재,식자재
플라이형 제침기 등 183종,기타,기타,기타
구두솔 등 843종,피복·생활·사무,청소/환경,청소·위생
해류유속계 등 8종,기타,기타,기타
16-잠수함 전투복 제조납품,피복·생활·사무,군장/피복,군장·피복
세탁기 트레일러탑제식,기타,기타,기타
세수비누 등 19품목 구매,기타,기타,기타
항-16-002  003 냉장고 극저온식 병원용 등 4종,급식·식품,주방/급식장비,주방·급식장비
조리병교육대 교육 재료,기타,기타,기타
조리병교육대 교육 재료,기타,기타,기타
계산기셋트(KM28) 등 4항목 구매(물자),기타,기타,기타
황산칼륨 등 12항목 구매(물자),기타,기타,기타
배추김치 등 5품목,급식·식품,식자재,식자재
깍두기김치 등 3품목,급식·식품,식자재,식자재
깍두기김치 등 3품목,급식·식품,식자재,식자재
반판두부 등 14품목,기타,기타,기타
감자수제비 등 23품목,기타,기타,기타
새우패티,기타,기타,기타
그린키위 등 28품목,기타,기타,기타
깻잎무침 등 12품목,기타,기타,기타
마가렛트 등 43품목,기타,기타,기타
지퍼백등18종구매,기타,기타,기타
의료재료 268종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
의약품 293종 구매,의료·의약·위생,의료장비/소모,의료장비·키트
근속 30주년 기념휘장 등 3종 제조 구매,기타,기타,기타
개스킷 실린더 헤드용 등 13종,기타,기타,기타
플라스틱 소변컵 등 169종,기타,기타,기타
수도병원 일반재료 248종 구매,기타,기타,기타
16년 소형 대공표적기(표적기 등 4품목),기타,기타,기타
수도병원 외과장비소모품(3) 66종 구매,기타,기타,기타
수도병원 외과장비소모품(1) 37종 구매,기타,기타,기타
수도병원 외과장비소모품(4) 10종 구매,기타,기타,기타
수도병원 외과장비소모품(2) 24종 구매,기타,기타,기타
수도병원 병리재료 126종 구매,기타,기타,기타
수도병원 수술포류 30종 구매,기타,기타,기타
수도병원 치과재료 268종 구매,기타,기타,기타
16-1차 시추공 매몰방지용 자재(흑관 등 9종) 구매,기타,기타,기타
병원장비 소모품 109종 구매,기타,기타,기타
진동분석장비 구매,기타,기타,기타
기타유지물자(비닐),기타,기타,기타
00부대 F-15K 저장고 신축공사 수배전반 제조 설치,기타,기타,기타
행정소모품(복사용지) 구매,피복·생활·사무,사무/문구,문구·사무기기
구동제어장치류,기타,기타,기타
특수수술재료(인대고정용 등 7종) 구매,기타,기타,기타
바나나 구매,기타,기타,기타
특수수술재료(금속성ANCHOR 등 2종) 구매,기타,기타,기타
덮개 및 멜빵,급식·식품,식자재,식자재
생도 태블릿 PC 구매,IT·통신장비,PC/주변기기,PC·주변기기
냉면육수,기타,기타,기타
스테이크소스,기타,기타,기타
햄버그스테이크,기타,기타,기타
데리야끼치킨,기타,기타,기타
삼계탕한방재료,기타,기타,기타
버터,기타,기타,기타
갈색설탕,기타,기타,기타
보리차,기타,기타,기타
카놀라유,기타,기타,기타
생수,급식·식품,식자재,식자재
건포도,기타,기타,기타
부침가루,기타,기타,기타
즉석밥,기타,기타,기타
추어탕,기타,기타,기타
까나리액젓,기타,기타,기타
짬뽕양념장,기타,기타,기타
수제소시지,기타,기타,기타
동태커틀렛,기타,기타,기타
미향,기타,기타,기타
메밀소스,기타,기타,기타
건토란대,기타,기타,기타
양념 오징어꼬치,기타,기타,기타
생선순살 탕수어,기타,기타,기타
시저드레싱,기타,기타,기타
크래미(냉동),기타,기타,기타
오리엔탈드레싱,기타,기타,기타
식초,기타,기타,기타
소양념갈비찜,기타,기타,기타
떡볶이떡,기타,기타,기타
떡국떡,기타,기타,기타
뼈다귀해장국,기타,기타,기타
체력단련장 비료 구매,기타,기타,기타
바인더 등 263종,피복·생활·사무,사무/문구,문구·사무기기
자동차 동력 전달 제어 장치,기타,기타,기타
이온음료,급식·식품,식자재,식자재
냉동수육삼겹살,기타,기타,기타
멸균딸기우유,기타,기타,기타
멸균초코우유,기타,기타,기타
냉장염지조각닭 등 7종 구매,기타,기타,기타
순살조각닭 등 6종 구매,기타,기타,기타
16년 상승레스텔 및 간부식당 식자재 납품,급식·식품,식자재,식자재
덴티안 미러핸들 등 152종,기타,기타,기타
포토용지 등 279종,기타,기타,기타
무초산형 실리콘 등 461종,건설·시설,자재/철물,자재·철물
