word,freq,대분류,중분류,소분류
헤드셋,53,기타,기타,기타
푸딩,53,기타,기타,기타
선형,52,기타,기타,기타
냉각기,52,기타,기타,기타
젤리,52,기타,기타,기타
차다,52,기타,기타,기타
책임,52,기타,기타,기타
자산성,52,기타,기타,기타
도서관,52,피복·생활·사무,사무/문서,문구/사무기기
방사선,52,기타,기타,기타
학군,52,기타,기타,기타
선기,52,기타,기타,기타
농약,52,기타,기타,기타
나선형,52,기타,기타,기타
치부,52,기타,기타,기타
접착,52,화학·소재,도료/접착/고분자,도료/접착
이동,52,기타,기타,기타
제어기,52,기타,기타,기타
적기,52,기타,기타,기타
세탁물,52,기타,기타,기타
난방,52,기타,기타,기타
경보,51,공구·설비,안전/소방,소방/안전장비
거기,51,기타,기타,기타
비닐,51,기타,기타,기타
군인,51,기타,기타,기타
산업,51,기타,기타,기타
전선,51,전력·전기전자,조명/전선,LED/전선
저항기,51,전력·전기전자,전자부품,센서/모듈
감정,51,기타,기타,기타
부수,51,기타,기타,기타
지형,51,특수장비,측지/지리공간,GPS/측량
컨설팅,51,기타,기타,기타
공유,51,기타,기타,기타
합동,51,기타,기타,기타
방열기,51,공구·설비,안전/소방,소방/안전장비
속도,51,기타,기타,기타
체육,51,기타,기타,기타
리드,50,기타,기타,기타
공표,50,기타,기타,기타
조절,50,기타,기타,기타
검증,50,기타,기타,기타
소방시설,50,기타,기타,기타
취급,50,기타,기타,기타
승용차,50,급식·식품,가공/식자재,식자재
추적,50,기타,기타,기타
마트,50,기타,기타,기타
조직,50,기타,기타,기타
인체,50,기타,기타,기타
변속기,50,기타,기타,기타
하부,50,기타,기타,기타
수정,50,기타,기타,기타
악기,50,기타,기타,기타
기초,50,기타,기타,기타
앵글,50,건설·시설,자재/철물,자재/철물
밀폐,50,기타,기타,기타
처리기,50,기타,기타,기타
자다,50,기타,기타,기타
적재,49,기타,기타,기타
과제,49,기타,기타,기타
트랜지스터,49,기타,기타,기타
방호,49,기타,기타,기타
총기,49,기타,기타,기타
발굴,49,기타,기타,기타
봉투,49,기타,기타,기타
수동식,49,기타,기타,기타
가솔린,49,차량·기동,연료/윤활,연료/윤활유
전략,49,기타,기타,기타
신궁,49,기타,기타,기타
차단기,48,전력·전기전자,발전/저장,발전기/배터리
기록물,48,기타,기타,기타
조정,48,기타,기타,기타
축전기,48,기타,기타,기타
블록,48,기타,기타,기타
탐색,48,기타,기타,기타
소제,48,기타,기타,기타
킷트,48,기타,기타,기타
두부,48,기타,기타,기타
냉동고,48,급식·식품,주방기기,주방/급식장비
예산,48,기타,기타,기타
수첩,48,기타,기타,기타
선수,48,기타,기타,기타
멀티,48,기타,기타,기타
급수,48,기타,기타,기타
절연,48,공구·설비,일반공구,수공구/전동공구
학기,48,기타,기타,기타
건조기,48,기타,기타,기타
소방,48,기타,기타,기타
자기,47,기타,기타,기타
레버,47,기타,기타,기타
콩나물,47,기타,기타,기타
받침,47,기타,기타,기타
고성능,47,기타,기타,기타
김장,47,기타,기타,기타
사무,47,기타,기타,기타
관측,47,기타,기타,기타
다중,47,기타,기타,기타
반도체,47,기타,기타,기타
술기,47,기타,기타,기타
장용,47,기타,기타,기타
인쇄기,47,기타,기타,기타
바닥,47,기타,기타,기타
링크,47,기타,기타,기타
당면,46,기타,기타,기타
절단,46,공구·설비,용접/가공,용접/절단
송수,46,기타,기타,기타
상가,46,기타,기타,기타
효율,46,기타,기타,기타
데이터,46,기타,기타,기타
유조차,46,급식·식품,가공/식자재,식자재
업체,46,기타,기타,기타
원용,46,기타,기타,기타
접기,45,기타,기타,기타
대기,45,기타,기타,기타
개조,45,기타,기타,기타
짜다,45,기타,기타,기타
치즈,45,기타,기타,기타
북부,45,기타,기타,기타
양극,45,기타,기타,기타
신규,45,기타,기타,기타
와이퍼,45,차량·기동,차량/정비,차량부품/소모품
특전사,45,기타,기타,기타
병기,45,기타,기타,기타
경량,45,기타,기타,기타
고도,45,기타,기타,기타
자격,45,기타,기타,기타
제습기,45,피복·생활·사무,청소/환경,청소/위생
플랫폼,45,기타,기타,기타
정보통,45,기타,기타,기타
타일,45,기타,기타,기타
형식,45,기타,기타,기타
뚜껑,45,기타,기타,기타
내시경,45,기타,기타,기타
부싱,45,기타,기타,기타
에너지,44,기타,기타,기타
유량,44,기타,기타,기타
간장,44,기타,기타,기타
떡볶이,44,기타,기타,기타
냉동기,44,기타,기타,기타
건강,44,기타,기타,기타
직선형,44,기타,기타,기타
팥빙수,44,기타,기타,기타
수직,44,기타,기타,기타
계룡대,44,기타,기타,기타
기압,44,기타,기타,기타
수립,44,기타,기타,기타
분말,44,기타,기타,기타
타이,44,기타,기타,기타
후드,44,기타,기타,기타
부하,44,기타,기타,기타
공산품,44,기타,기타,기타
호텔,44,기타,기타,기타
건빵,44,급식·식품,가공/식자재,식자재
드레싱,44,기타,기타,기타
열무김치,44,급식·식품,가공/식자재,식자재
딸기,43,기타,기타,기타
방독면,43,공구·설비,안전/소방,소방/안전장비
책상,43,기타,기타,기타
청수,43,기타,기타,기타
오실로스코프,43,공구·설비,측정/시험,계측기
천궁,43,기타,기타,기타
렌즈,43,기타,기타,기타
가다,43,기타,기타,기타
불가,43,기타,기타,기타
주입,43,기타,기타,기타
참치,43,기타,기타,기타
낙하산,43,기타,기타,기타
브러쉬,43,기타,기타,기타
비류,43,기타,기타,기타
요구,43,기타,기타,기타
과자,43,기타,기타,기타
대회,43,기타,기타,기타
쇠고기,43,기타,기타,기타
보드,43,기타,기타,기타
확보,43,기타,기타,기타
적정,42,기타,기타,기타
검정,42,기타,기타,기타
보온,42,기타,기타,기타
인증,42,기타,기타,기타
동명부대,42,기타,기타,기타
진동,42,기타,기타,기타
교정,42,기타,기타,기타
이음,42,기타,기타,기타
흡수,42,기타,기타,기타
프로젝터,42,기타,기타,기타
수배,42,기타,기타,기타
다련장,42,기타,기타,기타
라인,42,기타,기타,기타
군위,42,기타,기타,기타
분전,41,기타,기타,기타
트랙터,41,기타,기타,기타
어육,41,기타,기타,기타
스파,41,기타,기타,기타
재난,41,기타,기타,기타
석면,41,기타,기타,기타
여군,41,기타,기타,기타
소용,41,기타,기타,기타
생물학,41,기타,기타,기타
용등,41,기타,기타,기타
인용,41,기타,기타,기타
임무,41,기타,기타,기타
사료,41,기타,기타,기타
보트,41,기타,기타,기타
고도화,41,기타,기타,기타
휀다,41,기타,기타,기타
마스트,41,기타,기타,기타
모래,41,건설·시설,자재/철물,자재/철물
화상,41,기타,기타,기타
무늬,41,기타,기타,기타
도어,41,기타,기타,기타
카레,40,기타,기타,기타
무선주파수,40,IT·통신,무선/통신장비,무전기/위성
강등,40,기타,기타,기타
워게임,40,기타,기타,기타
스펙트럼,40,기타,기타,기타
후속,40,기타,기타,기타
추출,40,기타,기타,기타
생선묵,40,기타,기타,기타
컨퍼런스,40,기타,기타,기타
수기,40,기타,기타,기타
정렬,40,기타,기타,기타
소자,40,기타,기타,기타
탄산음료,40,급식·식품,가공/식자재,식자재
고추,40,기타,기타,기타
계류,40,기타,기타,기타
서부,40,기타,기타,기타
소음기,40,기타,기타,기타
이산화탄소,40,기타,기타,기타
군견,40,기타,기타,기타
이드,40,기타,기타,기타
자운대,40,기타,기타,기타
파김치,40,급식·식품,가공/식자재,식자재
효과,40,기타,기타,기타
연막,39,기타,기타,기타
칼라,39,급식·식품,주방기기,주방/급식장비
차기,39,기타,기타,기타
호흡,39,기타,기타,기타
조인트,39,기타,기타,기타
전개식,39,기타,기타,기타
회수,39,기타,기타,기타
분리,39,기타,기타,기타
입다,39,기타,기타,기타
레벨,39,기타,기타,기타
신병,39,기타,기타,기타
시범,39,기타,기타,기타
섬유,39,기타,기타,기타
우의,39,피복·생활·사무,피복/보급,군장/피복
연대,39,기타,기타,기타
호흡기,39,기타,기타,기타
상호,39,기타,기타,기타
공용,39,기타,기타,기타
후보,39,기타,기타,기타
결합체,39,기타,기타,기타
교차,39,급식·식품,가공/식자재,식자재
풍향,39,기타,기타,기타
응급처치,39,기타,기타,기타
글로브,38,기타,기타,기타
루프,38,기타,기타,기타
장성,38,기타,기타,기타
심전도,38,기타,기타,기타
김해,38,기타,기타,기타
어린이집,38,기타,기타,기타
무전,38,기타,기타,기타
체육관,38,기타,기타,기타
밀봉,38,기타,기타,기타
탁상,38,기타,기타,기타
편집,38,기타,기타,기타
주둔지,38,기타,기타,기타
방한복,38,피복·생활·사무,피복/보급,군장/피복
질소,38,화학·소재,가스/특수가스,산업가스
전라,38,기타,기타,기타
택배,38,기타,기타,기타
화포,38,기타,기타,기타
어류,38,기타,기타,기타
만족도,38,기타,기타,기타
패트리어트,37,기타,기타,기타
육군훈련소,37,기타,기타,기타
풍속,37,기타,기타,기타
코트,37,기타,기타,기타
육상,37,기타,기타,기타
기관총,37,기타,기타,기타
히터,37,건설·시설,장비/장치,공조/전열/펌프
지류,37,기타,기타,기타
자율,37,기타,기타,기타
표준화,37,기타,기타,기타
배상,37,기타,기타,기타
경기장,37,기타,기타,기타
합성,37,기타,기타,기타
후방,37,기타,기타,기타
내부,37,기타,기타,기타
소모,37,기타,기타,기타
평형,37,기타,기타,기타
형광,37,전력·전기전자,조명/전선,LED/전선
신용,37,기타,기타,기타
완충,37,기타,기타,기타
수제비,37,기타,기타,기타
용량,37,기타,기타,기타
원정,37,기타,기타,기타
머신,37,기타,기타,기타
포렌식,36,기타,기타,기타
등용,36,기타,기타,기타
비자,36,기타,기타,기타
고정기,36,기타,기타,기타
흉부,36,기타,기타,기타
인제,36,기타,기타,기타
식기,36,기타,기타,기타
청동,36,기타,기타,기타
민사,36,기타,기타,기타
기기,36,기타,기타,기타
분쇄기,36,기타,기타,기타
동원,36,기타,기타,기타
해물,36,기타,기타,기타
방진,36,건설·시설,안전/현장,현장안전/표지
구역,36,기타,기타,기타
포신,36,기타,기타,기타
현미경,36,기타,기타,기타
인공,36,기타,기타,기타
총각김치,36,급식·식품,가공/식자재,식자재
집다,36,기타,기타,기타
면류,36,기타,기타,기타
지반,36,기타,기타,기타
돼지,36,기타,기타,기타
독기,36,기타,기타,기타
경북,36,기타,기타,기타
접착제,36,화학·소재,도료/접착/고분자,도료/접착
스프레이,36,기타,기타,기타
플랜,35,기타,기타,기타
본체,35,기타,기타,기타
로켓,35,기타,기타,기타
구리,35,기타,기타,기타
유황,35,기타,기타,기타
깔다,35,기타,기타,기타
사기,35,기타,기타,기타
쿠키,35,기타,기타,기타
심장,35,기타,기타,기타
중계,35,기타,기타,기타
공연,35,기타,기타,기타
본부,35,기타,기타,기타
차원,35,기타,기타,기타
구입,35,기타,기타,기타
차폐,35,기타,기타,기타
구난,35,기타,기타,기타
절연체,35,공구·설비,일반공구,수공구/전동공구
이다,35,기타,기타,기타
확성기,35,기타,기타,기타
성형,35,기타,기타,기타
부속품,35,기타,기타,기타
수액,35,의료·의약·위생,의료소모/장비,의료장비/키트
대체,35,기타,기타,기타
건전지,34,기타,기타,기타
붕대,34,의료·의약·위생,의료소모/장비,의료장비/키트
식혜,34,기타,기타,기타
기소,34,기타,기타,기타
일회용,34,기타,기타,기타
연장,34,기타,기타,기타
철판,34,기타,기타,기타
분배,34,기타,기타,기타
모범,34,기타,기타,기타
전투화,34,기타,기타,기타
목상자,34,기타,기타,기타
핫도그,34,기타,기타,기타
사진,34,기타,기타,기타
부다,34,기타,기타,기타
밧데리,34,기타,기타,기타
중계기,34,IT·통신,무선/통신장비,무전기/위성
취약점,34,기타,기타,기타
전광판,34,기타,기타,기타
스퍼형,34,기타,기타,기타
활동,34,기타,기타,기타
봉등,34,기타,기타,기타
마개,34,기타,기타,기타
스타,34,기타,기타,기타
왕복,34,기타,기타,기타
의장,34,기타,기타,기타
비빔,34,기타,기타,기타
임플란트,34,기타,기타,기타
아이스,34,기타,기타,기타
기름,34,기타,기타,기타
자주,34,기타,기타,기타
여과,34,기타,기타,기타
판독,34,기타,기타,기타
갓김치,34,급식·식품,가공/식자재,식자재
리치,34,기타,기타,기타
크림,34,기타,기타,기타
자동차,34,급식·식품,가공/식자재,식자재
해양,34,기타,기타,기타
계급,34,기타,기타,기타
정립,34,기타,기타,기타
순환,34,기타,기타,기타
젓갈,34,기타,기타,기타
구명,33,기타,기타,기타
공관,33,기타,기타,기타
추다,33,기타,기타,기타
향상,33,기타,기타,기타
부교,33,기타,기타,기타
쌀국수,33,급식·식품,가공/식자재,식자재
골뱅이,33,기타,기타,기타
