입찰공고번호,입찰공고차수,입찰공고명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
EGF0133,1,팔꿈치포경/조준감사기(지명),총액계약,지명경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,193725000.0,0.0,2017-06-07,13:00:00,유찰,,,,,,,,
EGF0133,2,팔꿈치포경/조준감사기(지명),총액계약,지명경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,193725000.0,0.0,2017-06-13,13:30:00,유찰,,,,,,,,
EGF0133,3,팔꿈치포경/조준감사기(지명),총액계약,지명경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,193856407.0,193725000.0,0.0,2017-06-20,12:00:00,개찰완료,170595000.0,88.0,2017-06-20,(주)우경광학,류재복,ZHENG SHUNHUA,134-86-92369,경기도 안산시 단원구 해봉로334-0 (신길동)
SCF0355,1,밧데리 충전기 2EA,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0.0,18707498.0,19000000.0,0.0,2017-05-25,10:30:00,개찰완료,15400000.0,82.319,2017-05-25,정현테크,이인환,이인환,606-05-62662,부산광역시 강서구 대저2동2493
EGF0148,1,페어리드 로프바퀴용,총액계약,수의계약,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,,2954000.0,0.0,2017-06-22,13:30:00,유찰,,,,,,,,
HDK0021,1,동력전달용 유체커플링 구매,총액계약,제한경쟁,적격심사제,Y,공군제11전투비행단,ZD00202,공군제11전투비행단,ZD00202,87.995,23123381.0,23595000.0,0.0,2017-05-23,13:30:00,개찰완료,20497556.0,88.644,2017-05-23,주식회사 기원솔루텍,문동철,이민열,566-87-00194,부산광역시 강서구 과학산단1로103번길47 (지사동)
LCF0028,1,K21장갑차 발전기 엔진보조용 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,81617000.0,0.0,2017-05-25,11:30:00,유찰,,,,,,,,
LCF0028,2,K21장갑차 발전기 엔진보조용 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,81617000.0,0.0,2017-05-31,11:30:00,유찰,,,,,,,,
LCF0029,1,K-1전차 궤도소각(2종) 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,1336302000.0,0.0,2017-05-25,11:30:00,유찰,,,,,,,,
LCF0029,2,K-1전차 궤도소각(2종) 정비,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,82.995,,1336302000.0,0.0,2017-05-31,11:30:00,유찰,,,,,,,,
LCF0632,1,암  와이퍼용 등 4항목 구매(기장),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,,17099000.0,0.0,2017-05-31,11:00:00,유찰,,,,,,,,
LCF0632,2,암  와이퍼용 등 4항목 구매(기장),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,16964019.0,17099000.0,0.0,2017-06-07,11:00:00,개찰완료,15047000.0,88.699,2017-06-07,대흥정밀,이윤선,이윤선,203-37-93064,부산광역시 사상구 모덕로96번길68-0 (덕포동)
LCF0633,1,방수포 등 2항목 제조(기장),총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,65399642.0,67086000.0,0.0,2017-05-31,11:00:00,개찰완료,57983658.0,88.66,2017-05-31,주식회사 킴블스,송종환,송원석,577-87-00286,서울특별시 강서구 국회대로7길63-0 (화곡동)
UMM0300,1,17년 PC(중소) 도입사업,총액계약,2단계경쟁(동시),최저가격제,N,국군재정관리단,ZD00303,국군재정관리단,ZD00303,0.0,5771715260.0,5819695200.0,0.0,2017-06-16,11:00:00,개찰완료,5231905985.0,90.647,2017-06-16,(주)다컴시스템,황준호,전진규,107-87-91986,"경기도 안양시 동안구 엘에스로91번길34-0 (호계동 , (주)다나와빌딩 )"
UMM0301,1,업무용 노트북 구매,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,109012632.0,110020000.0,0.0,2017-05-30,11:00:00,개찰완료,96000000.0,88.063,2017-05-30,주식회사 케이원,송관섭,전대석,107-81-54150,"서울특별시 금천구 가산디지털2로14,  14층 1405, 1406호(가산동)"
LMS0163,1,공사물자(에어컨 냉매 등 000종) 구매,총액계약,제한경쟁,최저가격제,N,제7789부대,ZD00074,제7789부대,ZD00074,0.0,43601478.0,44154470.0,0.0,2017-05-30,11:00:00,개찰완료,36723500.0,84.225,2017-05-30,금호전기조명(주),김미숙,정경화,123-86-21087,경기도 군포시 당산로192번길2-0 (금정동) 101~103호
HCF0082,1,전기용접기 등 2종 구매,총액계약,제한경쟁,최저가격제,N,공군군수사령부,ZD00306,공군군수사령부,ZD00306,0.0,36424116.0,37035000.0,0.0,2017-05-30,11:00:00,개찰완료,23790000.0,65.313,2017-05-30,지세스,권영주,권영주,615-17-48099,경상남도 김해시 진례면 고모로582번길10-0
MCR0022,1,취사 용품 6종 구매,총액계약,일반경쟁,적격심사제,Y,국방대학교,1290412,국방대학교,1290412,87.995,19649182.0,19696000.0,0.0,2017-05-31,14:30:00,개찰완료,17314000.0,88.115,2017-05-31,주식회사 케이제이,김정옥,김정옥,854-86-00298,대전광역시 대덕구 대전로1397번안길70-0 (읍내동)
SCF0369,1,윤활유 유압용 200PL,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0.0,,62500000.0,0.0,2017-06-02,10:30:00,유찰,,,,,,,,
SCF0369,2,윤활유 유압용 200PL,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0.0,,62500000.0,0.0,2017-06-08,10:30:00,유찰,,,,,,,,
SCF0369,3,윤활유 유압용 200PL,총액계약,제한경쟁,최저가격제,N,해군군수사령부,ZD00289,해군군수사령부,ZD00289,0.0,61183294.0,62500000.0,0.0,2017-06-14,10:30:00,개찰완료,57350000.0,93.734,2017-06-14,주식회사 이음,전병욱,전병욱,586-87-00223,서울특별시 서대문구 포방터2길24 (홍은동)
UMM0409,1,17-00부대 세병관 전시장비 정비/교체 사업,총액계약,지명경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.995,176600656.0,179000000.0,0.0,2017-06-02,11:00:00,개찰완료,169000000.0,95.696,2017-06-02,아이에스엘정보통신 주식회사,김화영,김화영,608-81-37386,"경상남도 창원시 마산회원구 봉암공단로 6, 산업용재공구상가235호(봉암동)"
