개찰결과구분명,개찰시각,개찰일자,계약체결방법명,계약체결형태명,공고기관명,공고기관코드,기초금액,낙찰자결정방법명,낙찰하한율,수요기관명,수요기관코드,업무구분명,예정가격,입찰공고명,입찰공고번호,입찰공고차수,적격심사여부,최종낙찰금액,최종낙찰업체담당자명,최종낙찰업체대표자명,최종낙찰업체명,최종낙찰업체사업자등록번호,최종낙찰업체주소,최종낙찰율,최종낙찰일자,추정가격,분류
유찰,11:01,2016-05-17,수의계약,총액계약,방위사업청,1690000,43012000.00,적격심사제,,방위사업청,1690000,물품,,변압기  펄스용(GPS-98K용),EGH0007,2,Y,,,,,,,,,0.0,국방부직할
개찰완료,11:01,2016-05-11,일반경쟁,총액계약,방위사업청,1690000,631935000.00,적격심사제,,방위사업청,1690000,물품,628020115.00,변환기조립체(PHS-32용),EGH0008,1,Y,541800000.00,조성원,박기문,에스티엑스엔진 주식회사,609-81-62781,경상남도 창원시 성산구 공단로474번길 36(),86.271,2016-05-11,0.0,국방부직할
개찰완료,11:10,2016-04-22,일반경쟁,총액계약,방위사업청,1690000,2086526000.00,적격심사제,,방위사업청,1690000,물품,2105007179.00,공병우의,EHD0026,1,Y,1758900000.00,박광량,유명자,한일피복공업(주),218-81-03757,서울특별시 성동구 왕십리로4길5-0 (성수동1가),83.557,2016-04-22,0.0,국방부직할
개찰완료,10:30,2016-03-31,제한경쟁,총액계약,국군재정관리단,ZD00303,62268000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,61336702.00,병사피복(훈련용 모장갑) 제조,UMM0167,1,Y,54038230.00,박세혁,김연숙,주식회사 에스지윈,117-81-24143,서울특별시 양천구 공항대로616 국일빌딩 4층,88.100,2016-03-31,0.0,기타
개찰완료,11:00,2016-05-11,제한경쟁,총액계약,방위사업청,1690000,130108000.00,적격심사제,,방위사업청,1690000,물품,129809479.00,비행가죽잠바(공군),EHD0059,1,Y,117750342.00,조수진,김기업,주식회사 유피앤아이,201-81-61690,"서울특별시 동대문구 왕산로61-0,4층 407호 (용두동,한일빌딩)",90.710,2016-05-11,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,896.00,적격심사제,,방위사업청,1690000,물품,898.80,불고기패티 2형(1지역),EHC0042,1,Y,839.60,정화진,정화진,주식회사 하이푸드텍,305-81-47592,충청남도 금산군 금성면 금성공단로41-0,93.413,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,896.00,적격심사제,,방위사업청,1690000,물품,899.45,불고기패티 2형(2지역),EHC0042,1,Y,839.60,정화진,정화진,주식회사 하이푸드텍,305-81-47592,충청남도 금산군 금성면 금성공단로41-0,93.345,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,896.00,적격심사제,,방위사업청,1690000,물품,899.01,불고기패티 2형(3지역),EHC0042,1,Y,839.60,정화진,정화진,주식회사 하이푸드텍,305-81-47592,충청남도 금산군 금성면 금성공단로41-0,93.391,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,896.00,적격심사제,,방위사업청,1690000,물품,892.90,불고기패티 2형(4지역),EHC0042,1,Y,805.50,여진석,박기석,(주)태림에프웰,136-81-04997,경기도 김포시 통진읍 율마로450번길6-5,90.211,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,811.00,적격심사제,,방위사업청,1690000,물품,815.28,새우패티(1지역),EHC0043,1,Y,738.94,이정완,이정완,(주)디아이,226-81-24393,강원도 강릉시 주문진읍 농공단지길 28-13(),90.636,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,811.00,적격심사제,,방위사업청,1690000,물품,807.04,새우패티(2지역),EHC0043,1,Y,728.10,여진석,박기석,(주)태림에프웰,136-81-04997,경기도 김포시 통진읍 율마로450번길6-5,90.218,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,811.00,적격심사제,,방위사업청,1690000,물품,806.62,새우패티(3지역),EHC0043,1,Y,726.30,이명춘,이 명춘,(주)복천식품,126-81-03332,경기도 이천시 경충대로 2994-35(),90.042,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,811.00,적격심사제,,방위사업청,1690000,물품,807.33,새우패티(4지역),EHC0043,1,Y,730.50,이명춘,이 명춘,(주)복천식품,126-81-03332,경기도 이천시 경충대로 2994-35(),90.483,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,6420.00,적격심사제,,방위사업청,1690000,물품,6411.36,미트볼(1지역),EHC0044,1,Y,5806.00,정희석,정희석,주식회사 만구,619-81-00730,경상남도 사천시 유람선길 79(),90.558,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,6420.00,적격심사제,,방위사업청,1690000,물품,6383.44,미트볼(2지역),EHC0044,1,Y,5788.00,이정완,이정완,(주)디아이,226-81-24393,강원도 강릉시 주문진읍 농공단지길 28-13(),90.672,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,6420.00,적격심사제,,방위사업청,1690000,물품,6396.63,미트볼(3지역),EHC0044,1,Y,5795.72,이정완,이정완,(주)디아이,226-81-24393,강원도 강릉시 주문진읍 농공단지길 28-13(),90.605,2016-04-08,0.0,국방부직할
개찰완료,15:00,2016-04-08,제한경쟁,단가계약,방위사업청,1690000,6420.00,적격심사제,,방위사업청,1690000,물품,6391.02,미트볼(4지역),EHC0044,1,Y,5803.14,이정완,이정완,(주)디아이,226-81-24393,강원도 강릉시 주문진읍 농공단지길 28-13(),90.801,2016-04-08,0.0,국방부직할
개찰완료,11:00,2016-04-08,제한경쟁,총액계약,국군재정관리단,ZD00303,83800000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,82510420.00,16-고래2호(해상사격)표적 등 4종 구매,UMM0188,1,Y,72618000.00,한혜정,김담,씨에스컴퍼니,607-17-15715,"부산광역시 사상구 모덕로67번길151-0 (모라동, 시골가마솥삼겹살)",88.010,2016-04-08,0.0,기타
개찰완료,11:00,2016-04-15,일반경쟁,총액계약,육군군수사령부,1290307,262715000.00,적격심사제,82.995,육군군수사령부,1290307,물품,258511118.00,우측 덮개 조립체 등 19항목 구매(총포),LCF0117,1,Y,237200000.00,오윤환,엄두일,주식회사 태영광학,131-81-83089,인천광역시 서구 가좌로84번길37-0 (가좌동),91.756,2016-04-15,0.0,육군
개찰완료,11:00,2016-04-06,제한경쟁,총액계약,제7789부대,ZD00074,37245000.00,적격심사제,87.995,제7789부대,ZD00074,물품,37086638.00,'16년 부식분배용 위생 및 포장재료 구매,LMS0023,2,Y,32690000.00,김춘경,김춘경,한성산업,204-31-61239,"서울특별시 동대문구 경동시장로10가길3(제기동,1층)",88.144,2016-04-06,0.0,육군
개찰완료,11:00,2016-04-06,제한경쟁,총액계약,국군재정관리단,ZD00303,63250000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,63026476.00,전동 카운터 스태커 구매/설치,UMM0180,1,Y,55463000.00,김영심,김영심,주식회사 더그린,402-81-87518,서울특별시 영등포구 도신로19길 8(),87.999,2016-04-06,0.0,기타
개찰완료,15:00,2016-06-22,일반경쟁,총액계약,방위사업청,1690000,2031499000.00,적격심사제,,방위사업청,1690000,물품,2037640262.00,16년 40밀리 연습유탄,EGG0046,1,Y,1749100000.00,이태경,조영준,고려화공 주식회사,603-81-10704,"부산광역시 서구 충무대로264-0, 8충 (충무동1가, 우양빌딩)",85.839,2016-06-22,0.0,국방부직할
개찰완료,11:00,2016-04-06,일반경쟁,총액계약,국군재정관리단,ZD00303,275000000.00,적격심사제,82.995,국군재정관리단,ZD00303,물품,270298843.00,의무장비(핵산추출장비) 구매,UMM0179,1,Y,246125000.00,진주,윤은희,제일공사,134-20-06926,충청북도 청주시 청원구 율봉로159번길73-1 (율량동),91.056,2016-04-06,0.0,기타
개찰완료,11:00,2016-04-06,일반경쟁,총액계약,국군의무사령부,1290291,16019417.00,최저가격제,0.000,국군의무사령부,1290291,물품,16003511.00,2016년 의무장비 안과유니트 구매,MDG0029,1,N,11960000.00,박정주,한재희,한스메디칼,123-25-32152,"경기도 군포시 번영로514, 601호(금정동)",74.733,2016-04-07,0.0,기타
개찰완료,10:30,2016-04-08,제한경쟁,총액계약,육군인사사령부,ZD00788,42291262.00,적격심사제,87.995,육군인사사령부,ZD00788,물품,42083126.00,계체단 계룡코스 전동카 구동배터리 구매 설치,LKS0014,1,Y,37061610.00,봉윤희,윤성문,유니아이엔씨 주식회사,121-86-21795,"인천광역시 미추홀구 아암대로29번길16(용현동, 인천 용현 엑슬루타워) 105동 1802호",88.067,2016-04-08,0.0,육군
유찰,11:30,2016-04-11,제한경쟁,총액계약,제2879부대,ZD00347,14760000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,K9볼트등91종구매,LDH0206,1,Y,,,,,,,,,0.0,육군
유찰,11:30,2016-04-18,제한경쟁,총액계약,제2879부대,ZD00347,14760000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,K9볼트등91종구매,LDH0206,2,Y,,,,,,,,,0.0,육군
개찰완료,10:30,2016-04-15,제한경쟁,총액계약,해군교육사령부,1290330,72200000.00,최저가격제,0.000,해군교육사령부,1290330,물품,70645884.00,멀티탭 등 575종,SCK0066,1,N,52700000.00,장우성,장정희,주식회사 부영상사,645-88-00344,경상남도 창원시 진해구 용원동로296-0 (용원동)102호,74.597,2016-04-15,0.0,해군
개찰완료,11:00,2016-04-06,일반경쟁,총액계약,국군재정관리단,ZD00303,683915420.00,적격심사제,85.495,국군재정관리단,ZD00303,용역,673933683.00,보급근무분야 민간위탁 용역(강원 동해등 5곳),UMM0181,1,Y,659978380.00,홍성희,전재필,공우이엔씨 주식회사,120-87-79739,"서울특별시 영등포구 여의대방로43라길6-0 (신길동, 신길프라자3층)",97.929,2016-04-06,0.0,기타
유찰,14:30,2016-04-06,제한경쟁,총액계약,해군제2수리창,ZD00986,1310000.00,최저가격제,0.000,해군제2수리창,ZD00986,물품,,황산,SDQ0012,1,N,,,,,,,,,0.0,해군
유찰,10:30,2016-04-14,제한경쟁,총액계약,해군제2수리창,ZD00986,1310000.00,최저가격제,0.000,해군제2수리창,ZD00986,물품,,황산,SDQ0012,2,N,,,,,,,,,0.0,해군
개찰완료,10:30,2016-04-08,제한경쟁,총액계약,해군군수사령부,ZD00289,16850000.00,적격심사제,87.995,해군군수사령부,ZD00289,물품,16487445.00,백열등 등 10종,SCF0118,1,Y,14560220.00,고재호,고재호,필립아이앤씨,643-35-00094,서울특별시 영등포구 문래북로31-1 (양평동1가) 4층,88.310,2016-04-08,0.0,해군
개찰완료,11:00,2016-04-06,제한경쟁,총액계약,국군재정관리단,ZD00303,146229600.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,144749132.00,13-본-국대-01 00학교 이전사업 송풍기 제조설치,UMM0187,1,Y,127419900.00,이병현,이경화,유한회사 건영산업,519-86-00207,전라북도 김제시 순동산단1길70-0 (순동),88.028,2016-04-06,0.0,기타
유찰,11:30,2016-04-11,제한경쟁,총액계약,제2879부대,ZD00347,6803000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,K9부품키트등9종구매,LDH0207,1,Y,,,,,,,,,0.0,육군
유찰,11:30,2016-04-18,제한경쟁,총액계약,제2879부대,ZD00347,6803000.00,적격심사제,87.995,제2879부대,ZD00347,물품,,K9부품키트등9종구매,LDH0207,2,Y,,,,,,,,,0.0,육군
개찰완료,14:00,2016-06-08,일반경쟁,총액계약,방위사업청,1690000,235587000.00,적격심사제,,방위사업청,1690000,물품,235562977.00,에이-케이블,EGC0062,1,Y,204500000.00,조성원,박기문,에스티엑스엔진 주식회사,609-81-62781,경상남도 창원시 성산구 공단로474번길 36(),86.813,2016-06-08,0.0,국방부직할
개찰완료,10:30,2016-04-19,일반경쟁,총액계약,해군군수사령부,ZD00289,145000000.00,최저가격제,0.000,해군군수사령부,ZD00289,물품,144041429.00,함정 상가대 대차휠 정비,SCF0048,1,N,88500000.00,정성숙,최형규,주식회사 태양테크,608-81-80904,경상남도 창원시 마산회원구 봉암공단11길 51(),61.440,2016-04-19,0.0,해군
개찰완료,11:00,2016-04-15,제한경쟁,총액계약,국군재정관리단,ZD00303,165000000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,163208964.00,2.5톤 이동배식차 제조,UMM0207,1,Y,145500000.00,정수경,맹흥호,주식회사 조은테크,124-86-86249,경기도 화성시 남양읍 현대기아로664-5,89.149,2016-04-15,0.0,기타
유찰,10:30,2016-04-19,제한경쟁,총액계약,해군사관학교,1290331,32000000.00,적격심사제,82.995,해군사관학교,1290331,물품,,딩기요트 5척 구매,SCL0020,2,Y,,,,,,,,,0.0,해군
개찰완료,11:00,2016-06-03,일반경쟁,총액계약,방위사업청,1690000,435646000.00,적격심사제,,방위사업청,1690000,물품,436196446.00,밸브류(궤도장비용),EGF0104,1,Y,378140000.00,김수영,김일천,삼호정밀,622-02-60419,부산광역시 강서구 평강로217-1 (대저1동),86.690,2016-06-03,0.0,국방부직할
개찰완료,11:00,2016-04-15,일반경쟁,총액계약,육군군수사령부,1290307,430521000.00,적격심사제,82.995,육군군수사령부,1290307,물품,421821937.00,좌석 차량용 등 4항목 제조(궤도),LCF0112,1,Y,389500000.00,조은미,조부규,강서실업,605-29-68446,경상남도 김해시 김해대로2644-0,92.337,2016-04-15,0.0,육군
유찰,15:00,2016-04-29,제한경쟁,총액계약,방위사업청,1690000,152000000.00,적격심사제,88.000,방위사업청,1690000,물품,,히터(도관류),EHA0016,2,Y,,,,,,,,,0.0,국방부직할
유찰,11:00,2016-04-12,일반경쟁,총액계약,제5861부대,ZD00300,44387000.00,최저가격제,0.000,제5861부대,ZD00300,물품,,2016년 소도구 취사기구 구매,LHP0011,1,N,,,,,,,,,0.0,육군
개찰완료,10:30,2016-04-15,일반경쟁,총액계약,해군제1정비대대,Z023413,9466400.00,최저가격제,0.000,해군제1정비대대,Z023413,물품,9310332.00,바  금속제 등 22품목,HCC0042,1,N,7894000.00,윤영현,윤영현,(주)동건,215-86-62413,강원도 동해시 전천로245-2 (북평동),84.787,2016-04-15,0.0,해군
개찰완료,10:30,2016-03-31,제한경쟁,총액계약,해군사관학교,1290331,3700000.00,적격심사제,87.995,해군사관학교,1290331,물품,3689700.00,레이저 프린터 토너(재생) 등 7종 구매,SCL0016,1,Y,3313000.00,이안선,이안선,한국장애인정보화협회오에이사업장,122-82-07158,인천광역시 계양구 벌말로565번길41-13 (평동),89.790,2016-03-31,0.0,해군
개찰완료,11:00,2016-04-04,제한경쟁,총액계약,국군재정관리단,ZD00303,53215000.00,적격심사제,87.995,국군재정관리단,ZD00303,물품,52514294.00,화장지 등 2품목 구매,UMM0170,1,Y,48124240.00,문미경,김동구,주식회사 대왕페이퍼,401-81-02632,전라북도 군산시 외항로 374(소룡동),91.640,2016-04-04,0.0,기타
유찰,11:00,2016-08-25,수의계약,총액계약,방위사업청,1690000,114870000.00,적격심사제,,방위사업청,1690000,물품,,'16년 천마 기화기 조립체 정비,EGG0094,3,Y,,,,,,,,,0.0,국방부직할
유찰,17:00,2016-05-17,수의계약,총액계약,방위사업청,1690000,30522000.00,적격심사제,,방위사업청,1690000,물품,,하우징 조립체(500MD 7.62MM),EGD0007,2,Y,,,,,,,,,0.0,국방부직할
유찰,17:00,2016-05-31,수의계약,총액계약,방위사업청,1690000,30522000.00,적격심사제,,방위사업청,1690000,물품,,하우징 조립체(500MD 7.62MM),EGD0007,3,Y,,,,,,,,,0.0,국방부직할
유찰,10:30,2016-04-05,일반경쟁,총액계약,해군군수사령부,ZD00289,633780000.00,적격심사제,82.995,해군군수사령부,ZD00289,물품,,구축함 음탐기(DSQS-21BZ) 소나 돔 교체 정비,SCF0034,2,Y,,,,,,,,,0.0,해군
개찰완료,13:00,2016-04-08,일반경쟁,단가계약,방위사업청,1690000,2552.00,적격심사제,,방위사업청,1690000,물품,2543.69,마요네즈,EHC0047,1,Y,2124.93,이두선,황성만,(주)오뚜기,138-81-03238,경기도 안양시 동안구 흥안대로405 (평촌동),83.537,2016-04-08,0.0,국방부직할
