bidID,참가수,공고번호,공고차수,판단번호,항목번호,입찰명,발주기관코드,발주기관,개찰일시,낙찰업체코드,낙찰업체상호,대표자,업체주소,낙찰률,낙찰금액,카테고리,pick_keywords,군 분류
108,4,SCF0528,1,44981,4,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,3052F,고려냉장식품 주식회사,윤정희,경상남도 김해시 주촌면 서부로1637번길 356(),65.7083,4110.0,1종,콩,해군
109,4,SCF0528,1,44981,3,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",57.501,2597.0,1종,콩,해군
110,4,SCF0528,1,44981,2,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",53.6494,2597.0,1종,콩,해군
111,3,SCF0528,1,44981,1,모듬콩조림 등 17종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",59.3349,3897.0,1종,콩,해군
112,2,SCF0527,1,44979,30,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),98.1187,4850.0,1종,해물,해군
113,3,SCF0527,1,44979,28,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",85.511,4177.0,1종,해물,해군
114,5,SCF0527,1,44979,27,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",73.4996,4030.0,1종,해물,해군
115,4,SCF0527,1,44979,26,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",72.5573,9520.0,1종,해물,해군
116,3,SCF0527,1,44979,25,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),65.4961,4559.0,1종,해물,해군
117,2,SCF0527,1,44979,24,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),83.2657,8500.0,1종,해물,해군
118,2,SCF0527,1,44979,23,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",97.5792,5170.0,1종,해물,해군
119,4,SCF0527,1,44979,22,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",92.2417,29743.0,1종,해물,해군
120,2,SCF0527,1,44979,21,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",87.6835,2280.0,1종,해물,해군
121,7,SCF0527,1,44979,20,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",64.8385,3940.0,1종,해물,해군
122,3,SCF0527,1,44979,19,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",65.8676,1920.0,1종,해물,해군
123,3,SCF0527,1,44979,18,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",47.2791,1630.0,1종,해물,해군
124,3,SCF0527,1,44979,17,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",52.4563,1830.0,1종,해물,해군
125,4,SCF0527,1,44979,15,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),81.48,3900.0,1종,해물,해군
126,3,SCF0527,1,44979,13,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",92.7464,3740.0,1종,해물,해군
127,2,SCF0527,1,44979,12,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",81.2189,3240.0,1종,해물,해군
128,4,SCF0527,1,44979,10,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",76.3854,2450.0,1종,해물,해군
129,2,SCF0527,1,44979,9,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),81.0235,2850.0,1종,해물,해군
130,3,SCF0527,1,44979,8,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",85.962,6240.0,1종,해물,해군
131,2,SCF0527,1,44979,7,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",71.0708,2330.0,1종,해물,해군
132,3,SCF0527,1,44979,6,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",88.5993,2350.0,1종,해물,해군
133,4,SCF0527,1,44979,5,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",89.7386,3280.0,1종,해물,해군
134,3,SCF0527,1,44979,4,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",91.7954,3675.0,1종,해물,해군
135,3,SCF0527,1,44979,3,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",84.5879,3214.0,1종,해물,해군
136,2,SCF0527,1,44979,2,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",87.6807,4427.0,1종,해물,해군
137,2,SCF0527,1,44979,1,해물모듬완자 등 30종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",74.9265,2850.0,1종,해물,해군
138,5,SCF0526,1,44965,31,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,H2614,주식회사 나누미,전우철,부산광역시 사상구 하신번영로440 (엄궁동),72.2178,1949.0,1종,핫바,해군
139,3,SCF0526,1,44965,30,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",54.6965,2858.0,1종,핫바,해군
140,3,SCF0526,1,44965,29,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",75.9272,4113.0,1종,핫바,해군
141,2,SCF0526,1,44965,28,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",84.775,3534.0,1종,핫바,해군
142,3,SCF0526,1,44965,27,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",91.1521,2230.0,1종,핫바,해군
143,3,SCF0526,1,44965,25,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",86.2169,2820.0,1종,핫바,해군
144,3,SCF0526,1,44965,24,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",81.8842,4558.0,1종,핫바,해군
145,3,SCF0526,1,44965,23,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",94.5243,3313.0,1종,핫바,해군
146,3,SCF0526,1,44965,22,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",76.8451,1880.0,1종,핫바,해군
147,4,SCF0526,1,44965,21,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",81.6034,2600.0,1종,핫바,해군
148,3,SCF0526,1,44965,20,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",76.685,986.0,1종,핫바,해군
149,3,SCF0526,1,44965,19,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",76.9047,580.0,1종,핫바,해군
150,2,SCF0526,1,44965,18,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",95.9003,3480.0,1종,핫바,해군
151,5,SCF0526,1,44965,17,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,FB41E,주식회사 류홀마트,양미숙,"경상남도 창원시 진해구 충무로23-0 (신흥동, 블루빌)",81.4778,1400.0,1종,핫바,해군
152,4,SCF0526,1,44965,16,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",89.3349,632.0,1종,핫바,해군
153,5,SCF0526,1,44965,15,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",65.8219,548.0,1종,핫바,해군
154,4,SCF0526,1,44965,14,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",58.8242,548.0,1종,핫바,해군
155,3,SCF0526,1,44965,13,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",99.5151,3840.0,1종,핫바,해군
156,4,SCF0526,1,44965,12,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",59.2817,580.0,1종,핫바,해군
157,3,SCF0526,1,44965,11,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,D819A,연우상사,황지환,경상남도 창원시 진해구 여좌로123번길18-0 (여좌동),74.8682,3950.0,1종,핫바,해군
158,3,SCF0526,1,44965,10,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,G1EEC,지(g)-마트,송낙천,"경상남도 창원시 진해구 조천북로62 105(경화동,하이존상가 105~107)",98.9632,3400.0,1종,핫바,해군
159,4,SCF0526,1,44965,9,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",71.3641,1954.0,1종,핫바,해군
160,5,SCF0526,1,44965,8,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,H2614,주식회사 나누미,전우철,부산광역시 사상구 하신번영로440 (엄궁동),77.7349,3599.0,1종,핫바,해군
161,5,SCF0526,1,44965,7,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",93.2397,3650.0,1종,핫바,해군
162,3,SCF0526,1,44965,6,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",76.6904,1298.0,1종,핫바,해군
163,5,SCF0526,1,44965,5,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",74.1217,1822.0,1종,핫바,해군
164,4,SCF0526,1,44965,4,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,H2614,주식회사 나누미,전우철,부산광역시 사상구 하신번영로440 (엄궁동),87.356,3200.0,1종,핫바,해군
165,5,SCF0526,1,44965,3,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",97.2395,2730.0,1종,핫바,해군
166,5,SCF0526,1,44965,2,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,B7D5C,다솔기업,김종욱,"경상남도 창원시 진해구 경화로37번길 6, 옥포상가1-11(경화동)",48.2694,1048.0,1종,핫바,해군
167,2,SCF0526,1,44965,1,핫바 등 31종 구매,SCF,해군군수사령부,2016-12-21 10:30:00,HABE2,삼진유통,이순남,"경상남도 창원시 마산회원구 양덕시장길7-0 (양덕동),227호(양덕종합시장내 삼진유통)",87.2455,420.0,1종,핫바,해군
168,48,HDM0049,1,45838,***,16-59-1 관급자재[글라스울샌드위치 판넬 구매(설치)],HDM,공군제17전투비행단,2016-12-21 10:30:00,G2743,드림산업,김성미,강원특별자치도 춘천시 산수길269-85 (남산면),84.1012,226731840.0,"4종, 9종","관급자재, 판넬",공군
169,2,LKS0033,2,41812,***,계룡스파텔 식자재 000종 구매,LKS,육군인사사령부,2016-12-21 10:00:00,BE6DF,한화호텔앤드리조트 주식회사,김형조,"서울특별시 중구 소공로119-0,(태평로2가)",93.6754,752900000.0,1종,식자재,육군
170,2,LKS0033,1,41812,***,계룡스파텔 식자재 000종 구매,LKS,육군인사사령부,2016-12-21 10:00:00,BE6DF,한화호텔앤드리조트 주식회사,김형조,"서울특별시 중구 소공로119-0,(태평로2가)",93.6754,752900000.0,1종,식자재,육군
171,3,MHD0100,1,44761,***,방위사업청 X-Ray검색기 구매.설치 사업,MHD,방위사업청(운영지원과),2016-12-20 15:00:00,B212B,주식회사 레이어스,조인선,"서울특별시 금천구 두산로70 에이-1205(독산동, 현대지식산업센터)",88.1439,91862000.0,10종,사업,국방부직할
172,54,LGP0121,1,45517,***,물류취급물자(롤테이너 등 5개 품목) 구매,LGP,제1군수지원사령부,2016-12-20 11:00:00,H03B4,한결통상,이진숙,"충청남도 당진시 대호만로30-33 (채운동), 상가동 102호",87.9995,52734480.0,2종,취급물자,육군
173,40,HFK0013,1,46252,***,취사기구(신발소독판 등 18품목) 구매,HFK,제1방공유도탄여단,2016-12-20 11:00:00,G7C4B,라이언테크,차선아,대구광역시 남구 성당로60길97-2 (대명동) 강남빌라 4-401,88.0119,18306130.0,2종,취사기구,육군
174,2,UMM0826,1,44577,***,창조 12차 장비도입 사업 통합리스,UMM,국군재정관리단,2016-12-20 11:00:00,F8E82,엔에이치농협캐피탈주식회사,장종환,서울특별시 영등포구 국제금융로8길27-8 (여의도동 10층),97.2603,1467408850.0,"10종, 7종","사업, 장비",기타
